"game_id","expected","file_path","scraped","has_boxscore","has_betting"
401358773,TRUE,"data/raw/2022/summary_2022_20211019_401358773.json",TRUE,TRUE,NA
401358774,TRUE,"data/raw/2022/summary_2022_20211020_401358774.json",TRUE,TRUE,NA
401359833,TRUE,"data/raw/2022/summary_2022_20211020_401359833.json",TRUE,TRUE,NA
401359834,TRUE,"data/raw/2022/summary_2022_20211020_401359834.json",TRUE,TRUE,NA
401358775,TRUE,"data/raw/2022/summary_2022_20211020_401358775.json",TRUE,TRUE,NA
401359835,TRUE,"data/raw/2022/summary_2022_20211020_401359835.json",TRUE,TRUE,NA
401359836,TRUE,"data/raw/2022/summary_2022_20211021_401359836.json",TRUE,TRUE,NA
401359837,TRUE,"data/raw/2022/summary_2022_20211021_401359837.json",TRUE,TRUE,NA
401359838,TRUE,"data/raw/2022/summary_2022_20211021_401359838.json",TRUE,TRUE,NA
401359839,TRUE,"data/raw/2022/summary_2022_20211021_401359839.json",TRUE,TRUE,NA
401359840,TRUE,"data/raw/2022/summary_2022_20211021_401359840.json",TRUE,TRUE,NA
401358776,TRUE,"data/raw/2022/summary_2022_20211021_401358776.json",TRUE,TRUE,NA
401359841,TRUE,"data/raw/2022/summary_2022_20211021_401359841.json",TRUE,TRUE,NA
401358777,TRUE,"data/raw/2022/summary_2022_20211021_401358777.json",TRUE,TRUE,NA
401359842,TRUE,"data/raw/2022/summary_2022_20211022_401359842.json",TRUE,TRUE,NA
401358778,TRUE,"data/raw/2022/summary_2022_20211022_401358778.json",TRUE,TRUE,NA
401359843,TRUE,"data/raw/2022/summary_2022_20211022_401359843.json",TRUE,TRUE,NA
401359844,TRUE,"data/raw/2022/summary_2022_20211022_401359844.json",TRUE,TRUE,NA
401359845,TRUE,"data/raw/2022/summary_2022_20211022_401359845.json",TRUE,TRUE,NA
401358779,TRUE,"data/raw/2022/summary_2022_20211022_401358779.json",TRUE,TRUE,NA
401359846,TRUE,"data/raw/2022/summary_2022_20211022_401359846.json",TRUE,TRUE,NA
401359847,TRUE,"data/raw/2022/summary_2022_20211023_401359847.json",TRUE,TRUE,NA
401359848,TRUE,"data/raw/2022/summary_2022_20211023_401359848.json",TRUE,TRUE,NA
401359849,TRUE,"data/raw/2022/summary_2022_20211023_401359849.json",TRUE,TRUE,NA
401358780,TRUE,"data/raw/2022/summary_2022_20211023_401358780.json",TRUE,TRUE,NA
401359850,TRUE,"data/raw/2022/summary_2022_20211023_401359850.json",TRUE,TRUE,NA
401359851,TRUE,"data/raw/2022/summary_2022_20211023_401359851.json",TRUE,TRUE,NA
401359852,TRUE,"data/raw/2022/summary_2022_20211023_401359852.json",TRUE,TRUE,NA
401359853,TRUE,"data/raw/2022/summary_2022_20211023_401359853.json",TRUE,TRUE,NA
401359854,TRUE,"data/raw/2022/summary_2022_20211024_401359854.json",TRUE,TRUE,NA
401359855,TRUE,"data/raw/2022/summary_2022_20211024_401359855.json",TRUE,TRUE,NA
401359856,TRUE,"data/raw/2022/summary_2022_20211024_401359856.json",TRUE,TRUE,NA
401359857,TRUE,"data/raw/2022/summary_2022_20211024_401359857.json",TRUE,TRUE,NA
401359858,TRUE,"data/raw/2022/summary_2022_20211024_401359858.json",TRUE,TRUE,NA
