"game_id","expected","file_path","scraped","has_boxscore","has_betting"
401584689,TRUE,"data/raw/2024/summary_2024_20231024_401584689.json",TRUE,TRUE,NA
401584690,TRUE,"data/raw/2024/summary_2024_20231025_401584690.json",TRUE,TRUE,NA
401584691,TRUE,"data/raw/2024/summary_2024_20231025_401584691.json",TRUE,TRUE,NA
401584692,TRUE,"data/raw/2024/summary_2024_20231025_401584692.json",TRUE,TRUE,NA
401584693,TRUE,"data/raw/2024/summary_2024_20231025_401584693.json",TRUE,TRUE,NA
401584694,TRUE,"data/raw/2024/summary_2024_20231025_401584694.json",TRUE,TRUE,NA
401584695,TRUE,"data/raw/2024/summary_2024_20231025_401584695.json",TRUE,TRUE,NA
401584696,TRUE,"data/raw/2024/summary_2024_20231025_401584696.json",TRUE,TRUE,NA
401584697,TRUE,"data/raw/2024/summary_2024_20231025_401584697.json",TRUE,TRUE,NA
401584698,TRUE,"data/raw/2024/summary_2024_20231026_401584698.json",TRUE,TRUE,NA
401584699,TRUE,"data/raw/2024/summary_2024_20231026_401584699.json",TRUE,TRUE,NA
401584700,TRUE,"data/raw/2024/summary_2024_20231026_401584700.json",TRUE,TRUE,NA
401584701,TRUE,"data/raw/2024/summary_2024_20231026_401584701.json",TRUE,TRUE,NA
401584702,TRUE,"data/raw/2024/summary_2024_20231026_401584702.json",TRUE,TRUE,NA
401584703,TRUE,"data/raw/2024/summary_2024_20231026_401584703.json",TRUE,TRUE,NA
401584704,TRUE,"data/raw/2024/summary_2024_20231027_401584704.json",TRUE,TRUE,NA
401584705,TRUE,"data/raw/2024/summary_2024_20231027_401584705.json",TRUE,TRUE,NA
401584706,TRUE,"data/raw/2024/summary_2024_20231027_401584706.json",TRUE,TRUE,NA
401584707,TRUE,"data/raw/2024/summary_2024_20231027_401584707.json",TRUE,TRUE,NA
401584708,TRUE,"data/raw/2024/summary_2024_20231027_401584708.json",TRUE,TRUE,NA
401584709,TRUE,"data/raw/2024/summary_2024_20231027_401584709.json",TRUE,TRUE,NA
401584710,TRUE,"data/raw/2024/summary_2024_20231028_401584710.json",TRUE,TRUE,NA
401584711,TRUE,"data/raw/2024/summary_2024_20231028_401584711.json",TRUE,TRUE,NA
401584712,TRUE,"data/raw/2024/summary_2024_20231028_401584712.json",TRUE,TRUE,NA
401584713,TRUE,"data/raw/2024/summary_2024_20231028_401584713.json",TRUE,TRUE,NA
401584714,TRUE,"data/raw/2024/summary_2024_20231028_401584714.json",TRUE,TRUE,NA
401584715,TRUE,"data/raw/2024/summary_2024_20231028_401584715.json",TRUE,TRUE,NA
401584716,TRUE,"data/raw/2024/summary_2024_20231028_401584716.json",TRUE,TRUE,NA
401584717,TRUE,"data/raw/2024/summary_2024_20231028_401584717.json",TRUE,TRUE,NA
401584718,TRUE,"data/raw/2024/summary_2024_20231028_401584718.json",TRUE,TRUE,NA
401584719,TRUE,"data/raw/2024/summary_2024_20231028_401584719.json",TRUE,TRUE,NA
401584720,TRUE,"data/raw/2024/summary_2024_20231028_401584720.json",TRUE,TRUE,NA
401584721,TRUE,"data/raw/2024/summary_2024_20231029_401584721.json",TRUE,TRUE,NA
401584722,TRUE,"data/raw/2024/summary_2024_20231029_401584722.json",TRUE,TRUE,NA
