"game_id","expected","file_path","scraped","has_boxscore","has_betting"
401468016,TRUE,"data/raw/2023/summary_2023_20221018_401468016.json",TRUE,TRUE,NA
401468017,TRUE,"data/raw/2023/summary_2023_20221019_401468017.json",TRUE,TRUE,NA
401468018,TRUE,"data/raw/2023/summary_2023_20221019_401468018.json",TRUE,TRUE,NA
401468019,TRUE,"data/raw/2023/summary_2023_20221019_401468019.json",TRUE,TRUE,NA
401468020,TRUE,"data/raw/2023/summary_2023_20221019_401468020.json",TRUE,TRUE,NA
401468021,TRUE,"data/raw/2023/summary_2023_20221019_401468021.json",TRUE,TRUE,NA
401468022,TRUE,"data/raw/2023/summary_2023_20221019_401468022.json",TRUE,TRUE,NA
401468023,TRUE,"data/raw/2023/summary_2023_20221019_401468023.json",TRUE,TRUE,NA
401468024,TRUE,"data/raw/2023/summary_2023_20221019_401468024.json",TRUE,TRUE,NA
401468025,TRUE,"data/raw/2023/summary_2023_20221020_401468025.json",TRUE,TRUE,NA
401468026,TRUE,"data/raw/2023/summary_2023_20221020_401468026.json",TRUE,TRUE,NA
401468027,TRUE,"data/raw/2023/summary_2023_20221020_401468027.json",TRUE,TRUE,NA
401468028,TRUE,"data/raw/2023/summary_2023_20221020_401468028.json",TRUE,TRUE,NA
401468029,TRUE,"data/raw/2023/summary_2023_20221020_401468029.json",TRUE,TRUE,NA
401468170,TRUE,"data/raw/2023/summary_2023_20221020_401468170.json",TRUE,TRUE,NA
401468171,TRUE,"data/raw/2023/summary_2023_20221021_401468171.json",TRUE,TRUE,NA
401468172,TRUE,"data/raw/2023/summary_2023_20221021_401468172.json",TRUE,TRUE,NA
401468173,TRUE,"data/raw/2023/summary_2023_20221021_401468173.json",TRUE,TRUE,NA
401468174,TRUE,"data/raw/2023/summary_2023_20221021_401468174.json",TRUE,TRUE,NA
401468175,TRUE,"data/raw/2023/summary_2023_20221021_401468175.json",TRUE,TRUE,NA
401468176,TRUE,"data/raw/2023/summary_2023_20221021_401468176.json",TRUE,TRUE,NA
401468177,TRUE,"data/raw/2023/summary_2023_20221021_401468177.json",TRUE,TRUE,NA
401468178,TRUE,"data/raw/2023/summary_2023_20221021_401468178.json",TRUE,TRUE,NA
401468179,TRUE,"data/raw/2023/summary_2023_20221022_401468179.json",TRUE,TRUE,NA
401468180,TRUE,"data/raw/2023/summary_2023_20221022_401468180.json",TRUE,TRUE,NA
401468181,TRUE,"data/raw/2023/summary_2023_20221022_401468181.json",TRUE,TRUE,NA
401468182,TRUE,"data/raw/2023/summary_2023_20221022_401468182.json",TRUE,TRUE,NA
401468183,TRUE,"data/raw/2023/summary_2023_20221022_401468183.json",TRUE,TRUE,NA
401468184,TRUE,"data/raw/2023/summary_2023_20221022_401468184.json",TRUE,TRUE,NA
401468185,TRUE,"data/raw/2023/summary_2023_20221022_401468185.json",TRUE,TRUE,NA
401468186,TRUE,"data/raw/2023/summary_2023_20221023_401468186.json",TRUE,TRUE,NA
401468187,TRUE,"data/raw/2023/summary_2023_20221023_401468187.json",TRUE,TRUE,NA
401468188,TRUE,"data/raw/2023/summary_2023_20221023_401468188.json",TRUE,TRUE,NA
401468189,TRUE,"data/raw/2023/summary_2023_20221023_401468189.json",TRUE,TRUE,NA
